ID,Produto,Data de Fabricação,Data Entrega,Tempo entrega,Status,Motivo devolução,Tempo Resolução,Nível de Satisfação
1630,Armário,20/05/2021,25/05/2021,5,Aceito,,,4
1631,Sofá,21/05/2021,27/05/2021,6,Aceito,,,5
1632,Cadeira de escritório,21/05/2021,23/05/2021,2,Aceito,,,5
1633,Cadeira de escritório,21/05/2021,24/05/2021,3,Rejeitado,Insatisfação com Qualidade,1,2
1634,Tapete,22/05/2021,24/05/2021,2,Aceito,,,5
1635,Sofá,22/05/2021,27/05/2021,5,Aceito,,,5
1636,Cama,23/05/2021,26/05/2021,3,Aceito,,,4
1637,Sofá,23/05/2021,24/05/2021,1,Rejeitado,Insatisfação com Qualidade,2,2
1638,Cadeira de escritório,23/05/2021,30/05/2021,7,Aceito,,,5
1639,Cortina,24/05/2021,25/05/2021,1,Rejeitado,Insatisfação com Qualidade,5,1
1640,Sofá,24/05/2021,01/06/2021,8,Aceito,,,5
1641,Estante,24/05/2021,29/05/2021,5,Aceito,,,3
1642,Luminária,24/05/2021,30/05/2021,6,Aceito,,,4
1643,Luminária,24/05/2021,28/05/2021,4,Rejeitado,Insatisfação com Qualidade,3,1
1644,Cama,25/05/2021,28/05/2021,3,Aceito,,,5
1645,Armário,25/05/2021,28/05/2021,3,Aceito,,,4
1646,Estante,25/05/2021,02/06/2021,8,Aceito,,,3
1647,Quadro decorativo,26/05/2021,28/05/2021,2,Aceito,,,5
1648,Luminária,26/05/2021,01/06/2021,6,Aceito,,,5
1649,Cama,26/05/2021,30/05/2021,4,Aceito,,,5
1650,Armário,27/05/2021,29/05/2021,2,Aceito,,,5
1651,Luminária,27/05/2021,31/05/2021,4,Aceito,,,5
1652,Tapete,27/05/2021,31/05/2021,4,Aceito,,,3
1653,Estante,27/05/2021,31/05/2021,4,Rejeitado,Não conformidade,4,2
1654,Cama,27/05/2021,02/06/2021,6,Aceito,,,5
1655,Cortina,28/05/2021,03/06/2021,6,Aceito,,,5
1656,Armário,28/05/2021,05/06/2021,8,Rejeitado,Não conformidade,5,2
1657,Cadeira de escritório,28/05/2021,02/06/2021,5,Aceito,,,5
1658,Cama,29/05/2021,04/06/2021,6,Aceito,,,5
1659,Luminária,29/05/2021,31/05/2021,2,Rejeitado,Insatisfação com Qualidade,1,2
1660,Luminária,29/05/2021,02/06/2021,4,Aceito,,,5
1661,Quadro decorativo,29/05/2021,06/06/2021,8,Aceito,,,5
1662,Cadeira de escritório,29/05/2021,04/06/2021,6,Aceito,,,4
1663,Quadro decorativo,30/05/2021,07/06/2021,8,Rejeitado,Danificado durante o transporte,2,2
1664,Cama,30/05/2021,03/06/2021,4,Rejeitado,Não conformidade,5,2
1665,Cortina,30/05/2021,02/06/2021,3,Aceito,,,5
1666,Armário,30/05/2021,04/06/2021,5,Aceito,,,5
1667,Sofá,30/05/2021,02/06/2021,3,Aceito,,,4
1668,Sofá,31/05/2021,08/06/2021,8,Aceito,,,5
1669,Cama,31/05/2021,02/06/2021,2,Aceito,,,4
1670,Armário,31/05/2021,04/06/2021,4,Aceito,,,5
1671,Armário,31/05/2021,04/06/2021,4,Aceito,,,5
1672,Cadeira de escritório,01/06/2021,02/06/2021,1,Aceito,,,5
1673,Cama,01/06/2021,05/06/2021,4,Rejeitado,Defeito no produto,4,2
1674,Cama,01/06/2021,05/06/2021,4,Aceito,,,5
1675,Sofá,01/06/2021,02/06/2021,1,Aceito,,,5
1676,Sofá,01/06/2021,04/06/2021,3,Rejeitado,Danificado durante o transporte,4,1
1677,Cortina,01/06/2021,07/06/2021,6,Aceito,,,5
1678,Sofá,02/06/2021,04/06/2021,2,Aceito,,,4
1679,Cadeira de escritório,02/06/2021,04/06/2021,2,Rejeitado,Danificado durante o transporte,6,1
1680,Armário,02/06/2021,06/06/2021,4,Aceito,,,5
1681,Mesa de jantar,02/06/2021,06/06/2021,4,Rejeitado,Danificado durante o transporte,3,2
1682,Armário,03/06/2021,11/06/2021,8,Aceito,,,5
1683,Sofá,03/06/2021,04/06/2021,1,Aceito,,,5
1684,Sofá,03/06/2021,10/06/2021,7,Aceito,,,3
1685,Cama,03/06/2021,09/06/2021,6,Rejeitado,Insatisfação com Qualidade,1,1
1686,Cadeira de escritório,03/06/2021,06/06/2021,3,Aceito,,,5
1687,Tapete,03/06/2021,07/06/2021,4,Aceito,,,5
1688,Luminária,03/06/2021,05/06/2021,2,Aceito,,,5
1689,Luminária,03/06/2021,07/06/2021,4,Rejeitado,Não conformidade,3,1
1690,Sofá,04/06/2021,05/06/2021,1,Aceito,,,4
1691,Mesa de jantar,04/06/2021,10/06/2021,6,Aceito,,,5
1692,Cortina,04/06/2021,09/06/2021,5,Aceito,,,3
1693,Luminária,04/06/2021,09/06/2021,5,Aceito,,,4
1694,Cadeira de escritório,04/06/2021,06/06/2021,2,Aceito,,,5
1695,Quadro decorativo,04/06/2021,11/06/2021,7,Aceito,,,5
1696,Cortina,05/06/2021,08/06/2021,3,Aceito,,,3
1697,Tapete,05/06/2021,07/06/2021,2,Aceito,,,4
1698,Estante,05/06/2021,08/06/2021,3,Rejeitado,Danificado durante o transporte,4,2
1699,Tapete,05/06/2021,11/06/2021,6,Rejeitado,Danificado durante o transporte,1,2
1700,Sofá,05/06/2021,08/06/2021,3,Aceito,,,5
1701,Armário,06/06/2021,08/06/2021,2,Aceito,,,3
1702,Tapete,06/06/2021,08/06/2021,2,Aceito,,,4
1703,Tapete,07/06/2021,13/06/2021,6,Aceito,,,5
1704,Cama,07/06/2021,11/06/2021,4,Aceito,,,4
1705,Cortina,08/06/2021,12/06/2021,4,Aceito,,,5
1706,Tapete,08/06/2021,11/06/2021,3,Rejeitado,Não conformidade,1,1
1707,Armário,08/06/2021,13/06/2021,5,Aceito,,,4
1708,Tapete,09/06/2021,13/06/2021,4,Aceito,,,5
1709,Armário,09/06/2021,13/06/2021,4,Aceito,,,3
1710,Quadro decorativo,10/06/2021,16/06/2021,6,Rejeitado,Insatisfação com Qualidade,4,2
1711,Luminária,11/06/2021,13/06/2021,2,Aceito,,,5
1712,Luminária,11/06/2021,15/06/2021,4,Aceito,,,4
1713,Sofá,11/06/2021,16/06/2021,5,Aceito,,,5
1714,Mesa de jantar,11/06/2021,15/06/2021,4,Rejeitado,Defeito no produto,2,1
1715,Mesa de jantar,11/06/2021,14/06/2021,3,Aceito,,,5
1716,Estante,12/06/2021,19/06/2021,7,Aceito,,,5
1717,Quadro decorativo,12/06/2021,16/06/2021,4,Rejeitado,Defeito no produto,4,2
1718,Estante,12/06/2021,15/06/2021,3,Rejeitado,Danificado durante o transporte,2,2
1719,Mesa de jantar,12/06/2021,15/06/2021,3,Rejeitado,Defeito no produto,2,2
1720,Cama,12/06/2021,20/06/2021,8,Aceito,,,3
1721,Quadro decorativo,13/06/2021,21/06/2021,8,Aceito,,,5
1722,Cadeira de escritório,13/06/2021,17/06/2021,4,Aceito,,,5
1723,Sofá,14/06/2021,16/06/2021,2,Aceito,,,5
1724,Tapete,14/06/2021,15/06/2021,1,Aceito,,,4
1725,Cortina,14/06/2021,18/06/2021,4,Rejeitado,Danificado durante o transporte,2,2
1726,Quadro decorativo,15/06/2021,20/06/2021,5,Aceito,,,5
1727,Estante,15/06/2021,23/06/2021,8,Aceito,,,3
1728,Cama,16/06/2021,19/06/2021,3,Aceito,,,4
1729,Mesa de jantar,16/06/2021,20/06/2021,4,Aceito,,,3
1730,Quadro decorativo,16/06/2021,20/06/2021,4,Aceito,,,3
1731,Tapete,17/06/2021,19/06/2021,2,Rejeitado,Defeito no produto,4,2
1732,Cadeira de escritório,17/06/2021,22/06/2021,5,Aceito,,,4
1733,Quadro decorativo,17/06/2021,20/06/2021,3,Aceito,,,5
1734,Estante,17/06/2021,22/06/2021,5,Aceito,,,4
1735,Luminária,17/06/2021,22/06/2021,5,Rejeitado,Danificado durante o transporte,6,2
1736,Armário,18/06/2021,22/06/2021,4,Aceito,,,5
1737,Luminária,18/06/2021,21/06/2021,3,Aceito,,,4
1738,Tapete,19/06/2021,22/06/2021,3,Aceito,,,5
1739,Sofá,19/06/2021,23/06/2021,4,Aceito,,,5
1740,Cadeira de escritório,19/06/2021,20/06/2021,1,Aceito,,,3
1741,Cadeira de escritório,19/06/2021,22/06/2021,3,Aceito,,,3
1742,Tapete,19/06/2021,25/06/2021,6,Rejeitado,Danificado durante o transporte,2,2
1743,Estante,20/06/2021,27/06/2021,7,Aceito,,,5
1744,Tapete,20/06/2021,23/06/2021,3,Rejeitado,Danificado durante o transporte,3,2
1745,Cadeira de escritório,20/06/2021,23/06/2021,3,Aceito,,,5
1746,Luminária,21/06/2021,25/06/2021,4,Rejeitado,Insatisfação com Qualidade,3,2
1747,Cortina,21/06/2021,26/06/2021,5,Aceito,,,5
1748,Sofá,21/06/2021,25/06/2021,4,Rejeitado,Danificado durante o transporte,4,1
1749,Quadro decorativo,21/06/2021,26/06/2021,5,Rejeitado,Defeito no produto,1,2
1750,Armário,22/06/2021,24/06/2021,2,Aceito,,,5
1751,Tapete,22/06/2021,26/06/2021,4,Aceito,,,5
1752,Sofá,22/06/2021,26/06/2021,4,Aceito,,,5
1753,Quadro decorativo,22/06/2021,26/06/2021,4,Aceito,,,4
1754,Tapete,22/06/2021,30/06/2021,8,Aceito,,,5
1755,Cama,22/06/2021,28/06/2021,6,Aceito,,,5
1756,Mesa de jantar,23/06/2021,27/06/2021,4,Aceito,,,5
1757,Mesa de jantar,23/06/2021,25/06/2021,2,Aceito,,,3
1758,Luminária,24/06/2021,02/07/2021,8,Rejeitado,Danificado durante o transporte,4,2
1759,Luminária,25/06/2021,01/07/2021,6,Aceito,,,5
1760,Tapete,25/06/2021,28/06/2021,3,Aceito,,,3
1761,Luminária,25/06/2021,29/06/2021,4,Aceito,,,4
1762,Tapete,26/06/2021,02/07/2021,6,Aceito,,,4
1763,Mesa de jantar,26/06/2021,02/07/2021,6,Aceito,,,5
1764,Cama,27/06/2021,01/07/2021,4,Rejeitado,Danificado durante o transporte,3,2
1765,Cama,27/06/2021,03/07/2021,6,Rejeitado,Danificado durante o transporte,3,1
1766,Luminária,27/06/2021,30/06/2021,3,Aceito,,,4
1767,Armário,28/06/2021,04/07/2021,6,Aceito,,,4
1768,Cama,28/06/2021,02/07/2021,4,Aceito,,,4
1769,Sofá,28/06/2021,02/07/2021,4,Aceito,,,4
1770,Estante,28/06/2021,30/06/2021,2,Aceito,,,4
1771,Sofá,28/06/2021,01/07/2021,3,Aceito,,,4
1772,Cortina,28/06/2021,02/07/2021,4,Aceito,,,5
1773,Luminária,28/06/2021,03/07/2021,5,Aceito,,,4
1774,Luminária,28/06/2021,30/06/2021,2,Aceito,,,4
1775,Cadeira de escritório,29/06/2021,02/07/2021,3,Aceito,,,5
1776,Cadeira de escritório,29/06/2021,01/07/2021,2,Aceito,,,5
1777,Cadeira de escritório,30/06/2021,01/07/2021,1,Aceito,,,5
1778,Estante,30/06/2021,04/07/2021,4,Aceito,,,3
1779,Estante,01/07/2021,03/07/2021,2,Aceito,,,5
1780,Mesa de jantar,02/07/2021,09/07/2021,7,Aceito,,,5
1781,Cortina,02/07/2021,04/07/2021,2,Aceito,,,5
1782,Cortina,02/07/2021,03/07/2021,1,Aceito,,,5
1783,Armário,03/07/2021,06/07/2021,3,Rejeitado,Danificado durante o transporte,3,1
1784,Estante,03/07/2021,06/07/2021,3,Aceito,,,3
1785,Tapete,03/07/2021,09/07/2021,6,Aceito,,,4
1786,Cadeira de escritório,03/07/2021,11/07/2021,8,Aceito,,,5
1787,Cadeira de escritório,03/07/2021,07/07/2021,4,Aceito,,,5
1788,Cama,05/07/2021,08/07/2021,3,Rejeitado,Danificado durante o transporte,2,2
1789,Quadro decorativo,05/07/2021,09/07/2021,4,Aceito,,,5
1790,Cortina,05/07/2021,07/07/2021,2,Rejeitado,Não conformidade,2,2
1791,Tapete,06/07/2021,11/07/2021,5,Aceito,,,5
1792,Cortina,06/07/2021,12/07/2021,6,Aceito,,,4
1793,Quadro decorativo,06/07/2021,08/07/2021,2,Rejeitado,Insatisfação com Qualidade,3,2
1794,Tapete,06/07/2021,09/07/2021,3,Aceito,,,3
1795,Mesa de jantar,07/07/2021,11/07/2021,4,Rejeitado,Defeito no produto,3,2
1796,Tapete,07/07/2021,11/07/2021,4,Aceito,,,5
1797,Cama,07/07/2021,11/07/2021,4,Rejeitado,Insatisfação com Qualidade,1,2
1798,Armário,08/07/2021,09/07/2021,1,Aceito,,,5
1799,Mesa de jantar,09/07/2021,14/07/2021,5,Aceito,,,5
1800,Sofá,09/07/2021,13/07/2021,4,Aceito,,,4
1801,Armário,09/07/2021,14/07/2021,5,Rejeitado,Insatisfação com Qualidade,2,2
1802,Cama,09/07/2021,12/07/2021,3,Aceito,,,4
1803,Cadeira de escritório,10/07/2021,14/07/2021,4,Aceito,,,5
1804,Tapete,10/07/2021,11/07/2021,1,Rejeitado,Danificado durante o transporte,1,1
1805,Tapete,10/07/2021,12/07/2021,2,Rejeitado,Danificado durante o transporte,1,2
1806,Sofá,10/07/2021,13/07/2021,3,Aceito,,,5
1807,Mesa de jantar,10/07/2021,14/07/2021,4,Rejeitado,Não conformidade,4,2
1808,Mesa de jantar,11/07/2021,15/07/2021,4,Aceito,,,5
1809,Estante,11/07/2021,14/07/2021,3,Aceito,,,4
1810,Estante,11/07/2021,14/07/2021,3,Rejeitado,Não conformidade,4,2
1811,Armário,12/07/2021,15/07/2021,3,Aceito,,,5
1812,Sofá,12/07/2021,16/07/2021,4,Aceito,,,3
1813,Cama,13/07/2021,21/07/2021,8,Rejeitado,Defeito no produto,2,1
1814,Cama,13/07/2021,16/07/2021,3,Aceito,,,5
1815,Cortina,14/07/2021,18/07/2021,4,Aceito,,,4
1816,Armário,14/07/2021,17/07/2021,3,Aceito,,,5
1817,Estante,14/07/2021,18/07/2021,4,Aceito,,,4
1818,Armário,14/07/2021,16/07/2021,2,Aceito,,,3
1819,Cadeira de escritório,14/07/2021,19/07/2021,5,Rejeitado,Insatisfação com Qualidade,3,2
1820,Cama,14/07/2021,19/07/2021,5,Aceito,,,4
1821,Luminária,15/07/2021,19/07/2021,4,Aceito,,,4
1822,Quadro decorativo,15/07/2021,18/07/2021,3,Aceito,,,5
1823,Cadeira de escritório,15/07/2021,23/07/2021,8,Rejeitado,Defeito no produto,3,2
1824,Luminária,15/07/2021,21/07/2021,6,Aceito,,,5
1825,Armário,17/07/2021,18/07/2021,1,Aceito,,,5
1826,Sofá,17/07/2021,25/07/2021,8,Aceito,,,4
1827,Sofá,17/07/2021,20/07/2021,3,Aceito,,,5
1828,Quadro decorativo,17/07/2021,20/07/2021,3,Aceito,,,4
1829,Sofá,17/07/2021,20/07/2021,3,Rejeitado,Defeito no produto,4,1
1830,Tapete,18/07/2021,22/07/2021,4,Aceito,,,3
1831,Cadeira de escritório,18/07/2021,20/07/2021,2,Aceito,,,4
1832,Cama,18/07/2021,24/07/2021,6,Rejeitado,Defeito no produto,4,1
1833,Cama,18/07/2021,22/07/2021,4,Aceito,,,4
1834,Luminária,20/07/2021,24/07/2021,4,Aceito,,,5
1835,Cadeira de escritório,20/07/2021,23/07/2021,3,Aceito,,,5
1836,Cadeira de escritório,20/07/2021,23/07/2021,3,Rejeitado,Defeito no produto,1,1
1837,Sofá,21/07/2021,23/07/2021,2,Aceito,,,3
1838,Luminária,22/07/2021,26/07/2021,4,Rejeitado,Danificado durante o transporte,5,2
1839,Cortina,22/07/2021,26/07/2021,4,Aceito,,,5
1840,Mesa de jantar,22/07/2021,26/07/2021,4,Rejeitado,Não conformidade,5,2
1841,Armário,23/07/2021,27/07/2021,4,Aceito,,,5
1842,Mesa de jantar,24/07/2021,26/07/2021,2,Aceito,,,5
1843,Quadro decorativo,24/07/2021,29/07/2021,5,Aceito,,,5
1844,Cama,24/07/2021,27/07/2021,3,Aceito,,,5
1845,Sofá,25/07/2021,29/07/2021,4,Aceito,,,3
1846,Cortina,25/07/2021,27/07/2021,2,Aceito,,,5
1847,Armário,25/07/2021,28/07/2021,3,Aceito,,,5
1848,Cortina,26/07/2021,29/07/2021,3,Aceito,,,5
1849,Sofá,26/07/2021,30/07/2021,4,Rejeitado,Danificado durante o transporte,5,1
1850,Tapete,26/07/2021,29/07/2021,3,Aceito,,,5
1851,Tapete,26/07/2021,29/07/2021,3,Aceito,,,5
1852,Luminária,26/07/2021,28/07/2021,2,Aceito,,,4
1853,Cadeira de escritório,28/07/2021,03/08/2021,6,Rejeitado,Insatisfação com Qualidade,4,2
1854,Armário,29/07/2021,04/08/2021,6,Rejeitado,Danificado durante o transporte,2,1
1855,Luminária,29/07/2021,30/07/2021,1,Aceito,,,5
1856,Cadeira de escritório,29/07/2021,02/08/2021,4,Aceito,,,4
1857,Cadeira de escritório,29/07/2021,01/08/2021,3,Aceito,,,5
1858,Sofá,30/07/2021,03/08/2021,4,Aceito,,,5
1859,Cadeira de escritório,30/07/2021,02/08/2021,3,Rejeitado,Defeito no produto,2,1
1860,Sofá,30/07/2021,02/08/2021,3,Rejeitado,Danificado durante o transporte,3,2
1861,Estante,30/07/2021,02/08/2021,3,Aceito,,,4
1862,Mesa de jantar,30/07/2021,01/08/2021,2,Rejeitado,Defeito no produto,6,2
1863,Estante,30/07/2021,04/08/2021,5,Aceito,,,5
1864,Tapete,30/07/2021,05/08/2021,6,Aceito,,,3
1865,Tapete,31/07/2021,04/08/2021,4,Aceito,,,3
1866,Tapete,31/07/2021,03/08/2021,3,Rejeitado,Não conformidade,1,2
1867,Cadeira de escritório,31/07/2021,03/08/2021,3,Rejeitado,Não conformidade,6,1
1868,Armário,31/07/2021,04/08/2021,4,Aceito,,,5
1869,Quadro decorativo,01/08/2021,06/08/2021,5,Aceito,,,5
1870,Cortina,01/08/2021,02/08/2021,1,Aceito,,,5
1871,Quadro decorativo,01/08/2021,06/08/2021,5,Aceito,,,4
1872,Estante,02/08/2021,04/08/2021,2,Aceito,,,4
1873,Quadro decorativo,02/08/2021,06/08/2021,4,Rejeitado,Insatisfação com Qualidade,2,1
1874,Cortina,02/08/2021,05/08/2021,3,Aceito,,,5
1875,Armário,02/08/2021,06/08/2021,4,Aceito,,,3
1876,Estante,03/08/2021,06/08/2021,3,Aceito,,,3
1877,Cama,03/08/2021,05/08/2021,2,Aceito,,,4
1878,Luminária,04/08/2021,09/08/2021,5,Rejeitado,Não conformidade,3,2
1879,Cama,04/08/2021,09/08/2021,5,Rejeitado,Danificado durante o transporte,1,2
1880,Quadro decorativo,04/08/2021,07/08/2021,3,Aceito,,,3
1881,Luminária,05/08/2021,08/08/2021,3,Rejeitado,Danificado durante o transporte,2,1
1882,Armário,05/08/2021,07/08/2021,2,Rejeitado,Danificado durante o transporte,3,1
1883,Armário,05/08/2021,10/08/2021,5,Rejeitado,Danificado durante o transporte,5,2
1884,Cama,05/08/2021,09/08/2021,4,Rejeitado,Não conformidade,5,2
1885,Estante,06/08/2021,10/08/2021,4,Aceito,,,5
1886,Cadeira de escritório,06/08/2021,08/08/2021,2,Aceito,,,5
1887,Estante,06/08/2021,09/08/2021,3,Aceito,,,4
1888,Cadeira de escritório,07/08/2021,13/08/2021,6,Aceito,,,5
1889,Quadro decorativo,07/08/2021,12/08/2021,5,Aceito,,,3
1890,Cama,07/08/2021,13/08/2021,6,Rejeitado,Danificado durante o transporte,4,1
1891,Cortina,07/08/2021,15/08/2021,8,Aceito,,,5
1892,Tapete,08/08/2021,12/08/2021,4,Aceito,,,4
1893,Cortina,08/08/2021,14/08/2021,6,Rejeitado,Não conformidade,5,2
1894,Mesa de jantar,08/08/2021,10/08/2021,2,Aceito,,,3
1895,Mesa de jantar,08/08/2021,15/08/2021,7,Rejeitado,Defeito no produto,6,2
1896,Luminária,08/08/2021,12/08/2021,4,Rejeitado,Defeito no produto,6,2
1897,Sofá,09/08/2021,13/08/2021,4,Aceito,,,5
1898,Mesa de jantar,09/08/2021,16/08/2021,7,Rejeitado,Danificado durante o transporte,6,1
1899,Cadeira de escritório,09/08/2021,16/08/2021,7,Rejeitado,Não conformidade,5,1
1900,Mesa de jantar,09/08/2021,11/08/2021,2,Rejeitado,Danificado durante o transporte,4,1
1901,Cama,09/08/2021,11/08/2021,2,Aceito,,,5
1902,Estante,10/08/2021,13/08/2021,3,Aceito,,,4
1903,Estante,10/08/2021,14/08/2021,4,Aceito,,,5
1904,Sofá,10/08/2021,14/08/2021,4,Aceito,,,5
1905,Sofá,10/08/2021,14/08/2021,4,Aceito,,,3
1906,Cama,11/08/2021,16/08/2021,5,Aceito,,,4
1907,Tapete,11/08/2021,15/08/2021,4,Aceito,,,5
1908,Mesa de jantar,11/08/2021,17/08/2021,6,Aceito,,,5
1909,Cama,11/08/2021,17/08/2021,6,Aceito,,,5
1910,Mesa de jantar,11/08/2021,16/08/2021,5,Rejeitado,Não conformidade,6,2
1911,Armário,11/08/2021,14/08/2021,3,Aceito,,,4
1912,Cama,11/08/2021,13/08/2021,2,Aceito,,,4
1913,Cortina,11/08/2021,16/08/2021,5,Aceito,,,3
1914,Cama,12/08/2021,19/08/2021,7,Aceito,,,5
1915,Luminária,12/08/2021,15/08/2021,3,Rejeitado,Defeito no produto,6,2
1916,Tapete,12/08/2021,16/08/2021,4,Aceito,,,4
1917,Estante,13/08/2021,16/08/2021,3,Rejeitado,Insatisfação com Qualidade,3,1
1918,Armário,13/08/2021,19/08/2021,6,Rejeitado,Defeito no produto,3,2
1919,Mesa de jantar,13/08/2021,19/08/2021,6,Aceito,,,3
1920,Estante,13/08/2021,19/08/2021,6,Aceito,,,5
1921,Luminária,13/08/2021,17/08/2021,4,Aceito,,,5
1922,Cama,13/08/2021,18/08/2021,5,Aceito,,,5
1923,Cadeira de escritório,14/08/2021,18/08/2021,4,Rejeitado,Não conformidade,1,2
1924,Cama,14/08/2021,16/08/2021,2,Aceito,,,4
1925,Mesa de jantar,14/08/2021,16/08/2021,2,Aceito,,,5
1926,Cortina,15/08/2021,18/08/2021,3,Rejeitado,Defeito no produto,6,2
1927,Tapete,15/08/2021,18/08/2021,3,Rejeitado,Danificado durante o transporte,2,2
1928,Quadro decorativo,15/08/2021,19/08/2021,4,Aceito,,,5
1929,Luminária,16/08/2021,22/08/2021,6,Rejeitado,Danificado durante o transporte,5,2
1930,Mesa de jantar,16/08/2021,19/08/2021,3,Aceito,,,5
1931,Tapete,16/08/2021,18/08/2021,2,Aceito,,,4
1932,Cortina,16/08/2021,19/08/2021,3,Aceito,,,4
1933,Cortina,17/08/2021,21/08/2021,4,Aceito,,,3
1934,Tapete,17/08/2021,20/08/2021,3,Rejeitado,Não conformidade,2,1
1935,Armário,17/08/2021,20/08/2021,3,Aceito,,,3
1936,Quadro decorativo,17/08/2021,21/08/2021,4,Aceito,,,5
1937,Estante,17/08/2021,20/08/2021,3,Rejeitado,Defeito no produto,4,1
1938,Cortina,17/08/2021,19/08/2021,2,Aceito,,,3
1939,Luminária,17/08/2021,23/08/2021,6,Rejeitado,Não conformidade,1,2
1940,Mesa de jantar,18/08/2021,21/08/2021,3,Rejeitado,Danificado durante o transporte,6,2
1941,Cadeira de escritório,19/08/2021,23/08/2021,4,Aceito,,,5
1942,Quadro decorativo,20/08/2021,27/08/2021,7,Aceito,,,5
1943,Mesa de jantar,20/08/2021,23/08/2021,3,Aceito,,,4
1944,Cama,20/08/2021,23/08/2021,3,Aceito,,,3
1945,Cadeira de escritório,20/08/2021,23/08/2021,3,Aceito,,,3
1946,Quadro decorativo,21/08/2021,23/08/2021,2,Aceito,,,5
1947,Luminária,21/08/2021,24/08/2021,3,Aceito,,,5
1948,Cortina,21/08/2021,24/08/2021,3,Aceito,,,4
1949,Cortina,22/08/2021,27/08/2021,5,Rejeitado,Danificado durante o transporte,1,2
1950,Luminária,22/08/2021,24/08/2021,2,Aceito,,,4
1951,Tapete,22/08/2021,24/08/2021,2,Rejeitado,Insatisfação com Qualidade,4,2
1952,Sofá,22/08/2021,24/08/2021,2,Aceito,,,3
1953,Tapete,23/08/2021,27/08/2021,4,Aceito,,,5
1954,Luminária,23/08/2021,31/08/2021,8,Aceito,,,5
1955,Estante,24/08/2021,27/08/2021,3,Aceito,,,4
1956,Cortina,24/08/2021,30/08/2021,6,Rejeitado,Danificado durante o transporte,2,2
1957,Luminária,25/08/2021,30/08/2021,5,Rejeitado,Danificado durante o transporte,5,2
1958,Mesa de jantar,26/08/2021,27/08/2021,1,Aceito,,,3
1959,Cadeira de escritório,26/08/2021,29/08/2021,3,Aceito,,,5
1960,Cortina,26/08/2021,28/08/2021,2,Aceito,,,5
1961,Cortina,26/08/2021,29/08/2021,3,Rejeitado,Insatisfação com Qualidade,3,2
1962,Cortina,26/08/2021,30/08/2021,4,Rejeitado,Insatisfação com Qualidade,4,2
1963,Cadeira de escritório,27/08/2021,30/08/2021,3,Rejeitado,Danificado durante o transporte,1,1
1964,Cadeira de escritório,27/08/2021,31/08/2021,4,Aceito,,,5
1965,Cama,27/08/2021,31/08/2021,4,Rejeitado,Danificado durante o transporte,4,1
1966,Estante,28/08/2021,02/09/2021,5,Rejeitado,Insatisfação com Qualidade,4,2
1967,Mesa de jantar,28/08/2021,29/08/2021,1,Aceito,,,5
1968,Tapete,28/08/2021,01/09/2021,4,Aceito,,,5
1969,Cama,28/08/2021,03/09/2021,6,Rejeitado,Danificado durante o transporte,6,2
1970,Cadeira de escritório,29/08/2021,01/09/2021,3,Rejeitado,Danificado durante o transporte,2,2
1971,Sofá,29/08/2021,31/08/2021,2,Aceito,,,4
1972,Sofá,29/08/2021,01/09/2021,3,Aceito,,,5
1973,Mesa de jantar,30/08/2021,07/09/2021,8,Aceito,,,2
1974,Luminária,30/08/2021,03/09/2021,4,Aceito,,,5
1975,Armário,30/08/2021,01/09/2021,2,Aceito,,,3
1976,Cortina,30/08/2021,06/09/2021,7,Rejeitado,Insatisfação com Qualidade,4,2
1977,Mesa de jantar,30/08/2021,03/09/2021,4,Aceito,,,5
1978,Cortina,30/08/2021,02/09/2021,3,Aceito,,,4
1979,Armário,31/08/2021,04/09/2021,4,Aceito,,,3
1980,Mesa de jantar,31/08/2021,06/09/2021,6,Aceito,,,2
1981,Mesa de jantar,31/08/2021,03/09/2021,3,Aceito,,,5
1982,Luminária,31/08/2021,03/09/2021,3,Aceito,,,5
1983,Mesa de jantar,31/08/2021,04/09/2021,4,Aceito,,,5
1984,Luminária,31/08/2021,04/09/2021,4,Aceito,,,5
1985,Tapete,01/09/2021,04/09/2021,3,Aceito,,,5
1986,Luminária,02/09/2021,06/09/2021,4,Aceito,,,5
1987,Armário,02/09/2021,06/09/2021,4,Rejeitado,Não conformidade,3,2
1988,Tapete,03/09/2021,06/09/2021,3,Rejeitado,Defeito no produto,1,2
1989,Sofá,03/09/2021,06/09/2021,3,Aceito,,,5
1990,Quadro decorativo,03/09/2021,09/09/2021,6,Rejeitado,Danificado durante o transporte,3,2
1991,Cortina,04/09/2021,06/09/2021,2,Rejeitado,Danificado durante o transporte,1,1
1992,Quadro decorativo,05/09/2021,08/09/2021,3,Aceito,,,3
1993,Cortina,05/09/2021,12/09/2021,7,Aceito,,,2
1994,Cama,05/09/2021,06/09/2021,1,Aceito,,,5
1995,Estante,05/09/2021,08/09/2021,3,Rejeitado,Defeito no produto,4,1
1996,Cortina,06/09/2021,09/09/2021,3,Rejeitado,Defeito no produto,2,2
1997,Mesa de jantar,06/09/2021,09/09/2021,3,Aceito,,,3
1998,Estante,06/09/2021,12/09/2021,6,Aceito,,,3
1999,Quadro decorativo,06/09/2021,09/09/2021,3,Aceito,,,5
2000,Estante,06/09/2021,10/09/2021,4,Rejeitado,Danificado durante o transporte,5,2
2001,Sofá,07/09/2021,09/09/2021,2,Aceito,,,5
2002,Estante,07/09/2021,10/09/2021,3,Aceito,,,5
